University,Country,City,Global_Rank
Busan National University of Education,Korea,Busan,9014
Catholic University of Pusan,Korea,Busan,9044
Busan Women’s College,Korea,Busan,9278
Kangwon National University,Korea,Gangwon,2371
Hallym University,Korea,Gangwon,3291
Sangji University,Korea,Gangwon,6377
Catholic Kwandong University,Korea,Gangwon,6523
Gangneung-Wonju National University,Korea,Gangwon,6721
Halla University,Korea,Gangwon,8067
Kyungdong University,Korea,Gangwon,8178
Chuncheon National University of Education,Korea,Gangwon,9552
Chonnam National University,Korea,Gwangju,3139
Honam University,Korea,Gwangju,6951
Gwangju University,Korea,Gwangju,7062
Nambu University,Korea,Gwangju,7618
Gwangju National University of Education,Korea,Gwangju,9543
Kwangju Women’s University,Korea,Gwangju,10079
Kwangshin University,Korea,Gwangju,11093
Chosun University,Korea,Gwangju,11889
Dankook University,Korea,Gyeonggi,2024
Ajou University,Korea,Gyeonggi,2345
Myongji University,Korea,Gyeonggi,2485
Gachon University,Korea,Gyeonggi,3410
Korea Aerospace University,Korea,Gyeonggi,4403
Kyonggi University,Korea,Gyeonggi,4813
Korea Polytechnic University,Korea,Gyeonggi,4932
CHA University,Korea,Gyeonggi,6076
The University of Suwon,Korea,Gyeonggi,6224
Daejin University,Korea,Gyeonggi,6232
Hanshin University,Korea,Gyeonggi,7103
Hankyong National University,Korea,Gyeonggi,7163
Kangnam University,Korea,Gyeonggi,7172
Eulji University,Korea,Gyeonggi,7402
Hansei University,Korea,Gyeonggi,7652
Yong-In University,Korea,Gyeonggi,7894
Sungkyul University,Korea,Gyeonggi,7900
Seoul Theological University,Korea,Gyeonggi,8015
Pyeongtaek University,Korea,Gyeonggi,8468
Hyupsung University,Korea,Gyeonggi,9709
Seoul Jangsin University,Korea,Gyeonggi,10374
Shingyeong University,Korea,Gyeonggi,10628
Luther University,Korea,Gyeonggi,10728
Suwon Catholic University,Korea,Gyeonggi,11048
Joongang Sangha University,Korea,Gyeonggi,11374
Inha University,Korea,Incheon,1954
University of Incheon,Korea,Incheon,4112
Gyeongin National University of Education,Korea,Incheon,8099
Chungbuk National University,Korea,North Chungcheong,3360
Semyung University,Korea,North Chungcheong,6442
Korea National University of Education,Korea,North Chungcheong,6454
Cheongju University,Korea,North Chungcheong,6618
Seowon University,Korea,North Chungcheong,6687
Korea National University of Transportation,Korea,North Chungcheong,6760
Cheongju National University of Education,Korea,North Chungcheong,9324
U1 University,Korea,North Chungcheong,9332
"Far East University, Korea",Korea,North Chungcheong,10113
Jungwon University,Korea,North Chungcheong,10531
Kkottongnae University,Korea,North Chungcheong,11237
Pohang University of Science and Technology,Korea,North Gyeongsang,1407
Yeungnam University,Korea,North Gyeongsang,2266
Handong Global University,Korea,North Gyeongsang,3748
Daegu University,Korea,North Gyeongsang,4097
Catholic University of Daegu,Korea,North Gyeongsang,4160
Kumoh National University of Technology,Korea,North Gyeongsang,4732
Dongyang University,Korea,North Gyeongsang,5975
Kyungil University,Korea,North Gyeongsang,6351
Andong National University,Korea,North Gyeongsang,6469
Gyeongju University,Korea,North Gyeongsang,8317
Daegu Haany University,Korea,North Gyeongsang,8434
Uiduk University,Korea,North Gyeongsang,8513
Kyungwoon University,Korea,North Gyeongsang,9037
Gimcheon University,Korea,North Gyeongsang,9875
Daegu Arts University,Korea,North Gyeongsang,10070
Kaya University,Korea,North Gyeongsang,10109
Youngnam Theological University and Seminary,Korea,North Gyeongsang,11116
Daeshin University,Korea,North Gyeongsang,11444
Chonbuk National University,Korea,North Jeolla,1477
Wonkwang University,Korea,North Jeolla,3993
Kunsan National University,Korea,North Jeolla,5071
Jeonju University,Korea,North Jeolla,5965
Woosuk University,Korea,North Jeolla,6170
Howon University,Korea,North Jeolla,8373
Jeonju National University of Education,Korea,North Jeolla,10240
Yewon Arts University,Korea,North Jeolla,10933
Jesus University,Korea,North Jeolla,10943
Seoul National University,Korea,Seoul,320
Yonsei University,Korea,Seoul,780
Korea University,Korea,Seoul,937
Sungkyunkwan University,Korea,Seoul,977
Hanyang University,Korea,Seoul,985
Ewha Womans University,Korea,Seoul,1293
Chung-Ang University,Korea,Seoul,1391
Kyung Hee University,Korea,Seoul,1392
Sogang University,Korea,Seoul,1445
Hankuk University of Foreign Studies,Korea,Seoul,1769
Konkuk University,Korea,Seoul,2189
Hongik University,Korea,Seoul,2330
Kookmin University,Korea,Seoul,2620
Sejong University,Korea,Seoul,2645
University of Seoul,Korea,Seoul,2827
Sookmyung Women’s University,Korea,Seoul,2959
Dongguk University,Korea,Seoul,2971
Soongsil University,Korea,Seoul,3111
Seoul National University of Science and Technology,Korea,Seoul,3358
Kwangwoon University,Korea,Seoul,3862
The Catholic University of Korea,Korea,Seoul,4058
Sungshin University,Korea,Seoul,5002
Sangmyung University,Korea,Seoul,5041
Duksung Women’s University,Korea,Seoul,5260
Seoul Women’s University,Korea,Seoul,5704
Hansung University,Korea,Seoul,5925
Korean National University of Arts,Korea,Seoul,5990
Dongduk Women’s University,Korea,Seoul,6103
Sahmyook University,Korea,Seoul,6506
Seokyeong University,Korea,Seoul,6915
Sungkonghoe University,Korea,Seoul,7134
Chugye University for the Arts,Korea,Seoul,7338
Chongshin University,Korea,Seoul,7487
Seoul National University of Education,Korea,Seoul,7643
Korea National Sport University,Korea,Seoul,7941
Presbyterian University and Theological Seminary,Korea,Seoul,8041
Korea Christian University,Korea,Seoul,9378
Korean Bible University,Korea,Seoul,9794
Seoul Christian University,Korea,Seoul,10830
Kongju National University,Korea,South Chungcheong,4299
Korea University of Technology and Education,Korea,South Chungcheong,4659
Sun Moon University,Korea,South Chungcheong,4672
Soonchunhyang University,Korea,South Chungcheong,4675
Hoseo University,Korea,South Chungcheong,5573
Hanseo University,Korea,South Chungcheong,5926
Konyang University,Korea,South Chungcheong,6174
Baekseok University,Korea,South Chungcheong,6376
Chungwoon University,Korea,South Chungcheong,6612
Joongbu University,Korea,South Chungcheong,7569
Namseoul University,Korea,South Chungcheong,7642
Korea Nazarene University,Korea,South Chungcheong,8454
Gongju National University of Education,Korea,South Chungcheong,9048
Geumgang University,Korea,South Chungcheong,9473
Catholic University of Daejeon,Korea,South Chungcheong,11339
Holy City University,Korea,South Chungcheong,12247
Inje University,Korea,South Gyeongsang,4563
Kyungnam University,Korea,South Gyeongsang,4645
Gyeongsang National University,Korea,South Gyeongsang,4679
Changwon National University,Korea,South Gyeongsang,4807
Youngsan University,Korea,South Gyeongsang,6931
Gyeongnam National University of Science and Technology,Korea,South Gyeongsang,8807
International University of Korea,Korea,South Gyeongsang,10314
Chinju National University of Education,Korea,South Gyeongsang,10347
Busan Presbyterian University,Korea,South Gyeongsang,10763
Dongshin University,Korea,South Jeolla,5660
Sunchon National University,Korea,South Jeolla,6202
Mokpo National University,Korea,South Jeolla,6743
Mokpo National Maritime University,Korea,South Jeolla,7946
Sehan University,Korea,South Jeolla,8490
Chodang University,Korea,South Jeolla,8878
Hanlyo University,Korea,South Jeolla,10639
Mokpo Catholic University,Korea,South Jeolla,11004
Gwangju Catholic University,Korea,South Jeolla,11194
Youngsan University of Son Studies,Korea,South Jeolla,11683
Pyongyang University of Science and Technology,Korea,Pyongyang,6583
Kim Il Sung University,Korea,Pyongyang,7215
Kim Chaek University of Technology,Korea,Pyongyang,11682
Kim Hyong Jik University of Education,Korea,Pyongyang,12672
Pyongyang University of Architecture and Building Materials,Korea,Pyongyang,12673
Pyongyang University of Music and Dance,Korea,Pyongyang,12674
Pyongyang University of Railways,Korea,Pyongyang,12675
Pyongyang Medical University,Korea,Pyongyang,12676
Institute of Natural Science,Korea,Pyongyang,12677
Pyongyang University of Agriculture,Korea,Pyongyang,12678
Pyongyang University of Foreign Studies,Korea,Pyongyang,12679
Kim Won Gyun Pyongyang Conservatory,Korea,Pyongyang,12680
Pyongyang University of Printing Engineering,Korea,Pyongyang,12681
Kim Chol Ju University of Education,Korea,Pyongyang,12682
South Eastern University of Sri Lanka,Sri-Lanka,Eastern Province,8437
Eastern University of Sri Lanka,Sri-Lanka,Eastern Province,8758
Rajarata University of Sri Lanka,Sri-Lanka,North Central Province,8101
Bhiksu University of Sri Lanka,Sri-Lanka,North Central Province,11261
University of Colombo,Sri-Lanka,Western Province,2690
University of Moratuwa,Sri-Lanka,Western Province,2789
University of Sri Jayewardenepura,Sri-Lanka,Western Province,3661
University of Kelaniya,Sri-Lanka,Western Province,3739
University of the Visual and Performing Arts,Sri-Lanka,Western Province,9673
Buddhist and Pali University,Sri-Lanka,Western Province,10806
University of Aleppo,Syria,Aleppo,8496
Al-Shahbaa University,Syria,Aleppo,12159
Damascus University,Syria,Damascus,4350
International University of Science and Technology,Syria,Damascus,7575
Syrian Private University,Syria,Damascus,7765
Al-Sham Private University,Syria,Damascus,8364
Yarmouk Private University,Syria,Damascus,10615
Higher Institute of Business Administration,Syria,Damascus,10879
Qasyuon University for Science and Technology,Syria,Damascus,11698
Al Rasheed International Private University for Science and Technology,Syria,Damascus,12121
Bilad Al Sham University,Syria,Damascus,12266
Al-Furat University,Syria,Deir ez-Zor,9900
Aljazeera University,Syria,Deir ez-Zor,10179
University of Hama,Syria,Hama,8766
Al-Wataniya Private University,Syria,Hama,11029
Arab University of Science and Technology,Syria,Hama,11497
Al-Baath University,Syria,Homs,5492
Al-Hawash Private University,Syria,Homs,6819
Wadi International University,Syria,Homs,10258
University of Kalamoon,Syria,Rif Dimashq,7925
Institut National d’Administration,Syria,Rif Dimashq,10729
Al Andalus University for Medical Sciences,Syria,Tartus,9860
University of Tartous,Syria,Tartus,11137
Manara University,Syria,Tartus,11193
National Changhua University of Education,Taiwan,Changhua County,2859
Da-Yeh University,Taiwan,Changhua County,3680
MingDao University,Taiwan,Changhua County,5767
Chienkuo Technology University,Taiwan,Changhua County,6791
Chung Chou University of Science and Technology,Taiwan,Changhua County,7342
National Chung Cheng University,Taiwan,Chiayi Country,1689
National Chiayi University,Taiwan,Chiayi Country,3090
Nanhua University,Taiwan,Chiayi Country,3387
WuFeng University,Taiwan,Chiayi Country,7345
Tatung Institute of Commerce and Technology,Taiwan,Chiayi Country,7915
Toko University,Taiwan,Chiayi Country,8391
National Tsing Hua University,Taiwan,Hsinchu County,678
National Chiao Tung University,Taiwan,Hsinchu County,723
Chung Hua University,Taiwan,Hsinchu County,3486
Minghsin University of Science and Technology,Taiwan,Hsinchu County,5082
Yuanpei University,Taiwan,Hsinchu County,5475
Hsuan Chuang University,Taiwan,Hsinchu County,5501
Ta Hwa University of Science and Technology,Taiwan,Hsinchu County,9613
National Dong Hwa University,Taiwan,Hualien County,2380
Tzu Chi University,Taiwan,Hualien County,4589
Tzu Chi University of Science and Technology,Taiwan,Hualien County,5982
Dahan Institute of Technology,Taiwan,Hualien County,8164
Taiwan Hospitality and Tourism University,Taiwan,Hualien County,9361
National Sun Yat-Sen University,Taiwan,Kaohsiung,1250
National Kaohsiung University of Science and Technology,Taiwan,Kaohsiung,1530
I-Shou University,Taiwan,Kaohsiung,1932
Kaohsiung Medical University,Taiwan,Kaohsiung,2688
National University of Kaohsiung,Taiwan,Kaohsiung,3434
National Kaohsiung Normal University,Taiwan,Kaohsiung,3899
Cheng Shiu University,Taiwan,Kaohsiung,3989
Wenzao Ursuline University of Languages,Taiwan,Kaohsiung,4161
Shu-Te University,Taiwan,Kaohsiung,4394
Fooyin University,Taiwan,Kaohsiung,4792
Kao Yuan University,Taiwan,Kaohsiung,5897
National Kaohsiung University of Hospitality and Tourism,Taiwan,Kaohsiung,6116
Tung Fang Design of University,Taiwan,Kaohsiung,7349
Fortune Institute of Technology,Taiwan,Kaohsiung,9067
National Taiwan Ocean University,Taiwan,Keelung County,2310
Ching Kuo Institute of Management and Health,Taiwan,Keelung County,7302
Chungyu University of Film and Arts Technology,Taiwan,Keelung County,8347
National United University,Taiwan,Miaoli County,4705
Yu Da University of Science and Technology,Taiwan,Miaoli County,5783
National Chi Nan University,Taiwan,Nantou County,2637
Nan Kai University of Technology,Taiwan,Nantou County,4322
Tamkang University,Taiwan,New Taipei,1000
Fu Jen Catholic University,Taiwan,New Taipei,1290
National Taiwan University of Arts,Taiwan,New Taipei,4272
Huafan University,Taiwan,New Taipei,5248
Chihlee University of Technology,Taiwan,New Taipei,5302
Dharma Drum Institute of Liberal Arts,Taiwan,New Taipei,5654
HungKuo Delin University of Technology,Taiwan,New Taipei,5791
Hwa Hsia University of Technology,Taiwan,New Taipei,6255
Ming Chi University of Technology,Taiwan,New Taipei,6875
Tungnan University,Taiwan,New Taipei,6878
Oriental Institute of Technology,Taiwan,New Taipei,7484
Hsing Wu University,Taiwan,New Taipei,7981
Lee-Ming Institute of Technology,Taiwan,New Taipei,8124
National Pingtung University of Science and Technology,Taiwan,Pingtung County,3130
National Pingtung University,Taiwan,Pingtung County,3743
Tajen University,Taiwan,Pingtung County,5840
Meiho University,Taiwan,Pingtung County,7053
National Chung Hsing University,Taiwan,Taichung,1131
Feng Chia University,Taiwan,Taichung,1432
Tunghai University,Taiwan,Taichung,1535
"China Medical University, Taiwan",Taiwan,Taichung,1752
Providence University,Taiwan,Taichung,2271
"Asia University, Taiwan",Taiwan,Taichung,2322
Chaoyang University of Technology,Taiwan,Taichung,2804
National Taichung University of Education,Taiwan,Taichung,3841
Chung Shan Medical University,Taiwan,Taichung,4182
National Chin-Yi University of Technology,Taiwan,Taichung,4556
National Taichung University of Science and Technology,Taiwan,Taichung,4838
Hungkuang University,Taiwan,Taichung,5009
Hsiuping University of Science and Technology,Taiwan,Taichung,5104
Central Taiwan University of Science and Technology,Taiwan,Taichung,5688
Overseas Chinese University,Taiwan,Taichung,6086
Ling Tung University,Taiwan,Taichung,6556
National Taiwan University of Sport,Taiwan,Taichung,7607
National Cheng Kung University,Taiwan,Tainan,634
Southern Taiwan University of Science and Technology,Taiwan,Tainan,3093
National University of Tainan,Taiwan,Tainan,3502
Chang Jung Christian University,Taiwan,Tainan,3872
Kun Shan University,Taiwan,Tainan,4348
Chia Nan University of Pharmacy and Science,Taiwan,Tainan,5109
Tainan University of Technology,Taiwan,Tainan,5312
Chung Hwa University of Medical Technology,Taiwan,Tainan,5587
Tainan National University of the Arts,Taiwan,Tainan,5715
Far East University,Taiwan,Tainan,7207
University of Kang Ning,Taiwan,Tainan,7252
CTBC Financial Management College,Taiwan,Tainan,7370
Taiwan Shoufu University,Taiwan,Tainan,8179
Nan Jeon University of Science and Technology,Taiwan,Tainan,10145
National Taiwan University,Taiwan,Taipei,218
National Taiwan Normal University,Taiwan,Taipei,589
Chinese Culture University,Taiwan,Taipei,725
National Chengchi University,Taiwan,Taipei,858
National Taiwan University of Science and Technology,Taiwan,Taipei,1630
Ming Chuan University,Taiwan,Taipei,1834
National Taipei University of Technology,Taiwan,Taipei,1891
Taipei Medical University,Taiwan,Taipei,1897
"Soochow University, Taiwan",Taiwan,Taipei,1943
National Yang-Ming University,Taiwan,Taipei,2221
National Taipei University,Taiwan,Taipei,2497
Shih Hsin University,Taiwan,Taipei,2944
National Taipei University of Education,Taiwan,Taipei,3532
Taipei National University of the Arts,Taiwan,Taipei,3668
Shih Chien University,Taiwan,Taipei,3772
Tatung University,Taiwan,Taipei,3880
Aletheia University,Taiwan,Taipei,4337
University of Taipei,Taiwan,Taipei,4439
National Taipei University of Nursing and Health Sciences,Taiwan,Taipei,5469
Takming University of Science and Technology,Taiwan,Taipei,5486
China University of Technology,Taiwan,Taipei,5917
China University of Science and Technology,Taiwan,Taipei,6122
National Taipei University of Business,Taiwan,Taipei,6214
Jinwen University of Science and Technology,Taiwan,Taipei,6438
Taipei City University of Science and Technology,Taiwan,Taipei,7186
Taipei University of Maritime Technology,Taiwan,Taipei,7653
National Taiwan College of Performing Arts,Taiwan,Taipei,8416
National Central University,Taiwan,Taoyuan,1081
Chung Yuan Christian University,Taiwan,Taoyuan,2115
Chang Gung University,Taiwan,Taoyuan,2501
Yuan Ze University,Taiwan,Taoyuan,2578
Lunghwa University of Science and Technology,Taiwan,Taoyuan,4819
Chien Hsin University of Science and Technology,Taiwan,Taoyuan,5065
Kainan University,Taiwan,Taoyuan,5842
Vanung University,Taiwan,Taoyuan,6023
Chang Gung University of Science and Technology,Taiwan,Taoyuan,6546
National Taiwan Sport University,Taiwan,Taoyuan,6651
Nanya Institute of Technology,Taiwan,Taoyuan,6745
National Ilan University,Taiwan,Yilan County,4098
Fo Guang University,Taiwan,Yilan County,4735
Lan Yang Institute of Technology,Taiwan,Yilan County,9116
National Yunlin University of Science and Technology,Taiwan,Yunlin County,2393
National Formosa University,Taiwan,Yunlin County,3760
TransWorld University,Taiwan,Yunlin County,7527
Tajik National University,Tajikistan,Dushanbe,7237
Russian-Tajik Slavonic University,Tajikistan,Dushanbe,8054
Tajik State Medical University,Tajikistan,Dushanbe,8451
Tajik Technical University,Tajikistan,Dushanbe,8831
Tajik State Pedagogical University,Tajikistan,Dushanbe,9275
Technological University of Tajikistan,Tajikistan,Dushanbe,9400
Tajik Agrarian University,Tajikistan,Dushanbe,9540
Tajik State University of Commerce,Tajikistan,Dushanbe,9578
Moscow State University Lomonosov in Dushanbe,Tajikistan,Dushanbe,10066
State Financial and Economic University of Tajikistan,Tajikistan,Dushanbe,10150
N.R.U. Moscow Power Engineering Institute in Dushanbe,Tajikistan,Dushanbe,10563
Tajik Institute of Entrepreneurship and Service,Tajikistan,Dushanbe,10630
Tajik Institute of Languages,Tajikistan,Dushanbe,10696
Academy of Public Administration under the President of the Republic of Tajikistan,Tajikistan,Dushanbe,11816
Tajikistan State Institute of Art,Tajikistan,Dushanbe,11908
Islamic Institute of Tajikistan,Tajikistan,Dushanbe,12154
Tajik Institute of Physical Education,Tajikistan,Dushanbe,12484
Tajik National Conservatory,Tajikistan,Dushanbe,12486
National Research Technological University “MISA” in Dushanbe,Tajikistan,Dushanbe,12665
Kulob State University,Tajikistan,Khatlon,10885
Institute of Energy of Tajikistan,Tajikistan,Khatlon,11300
Dangara State University,Tajikistan,Khatlon,11312
Khujand State University,Tajikistan,Sughd,10155
"Tajikistan State University of Law, Business and Politics",Tajikistan,Sughd,10352
Pedagogical Institute of Panjakent,Tajikistan,Sughd,10646
Mining-metallurgy Institute of Tajikistan,Tajikistan,Sughd,11100
Chulalongkorn University,Thailand,Bangkok,670
Kasetsart University,Thailand,Bangkok,1038
Thammasat University,Thailand,Bangkok,1160
King Mongkut’s University of Technology Thonburi,Thailand,Bangkok,1826
Suan Sunandha Rajabhat University,Thailand,Bangkok,1946
King Mongkut’s Institute of Technology Ladkrabang,Thailand,Bangkok,2040
Silpakorn University,Thailand,Bangkok,2121
Srinakharinwirot University,Thailand,Bangkok,2319
Ramkhamhaeng University,Thailand,Bangkok,2325
Assumption University,Thailand,Bangkok,2403
Sripatum University,Thailand,Bangkok,2520
King Mongkut’s University of Technology North Bangkok,Thailand,Bangkok,2842
Bangkok University,Thailand,Bangkok,3168
Suan Dusit University,Thailand,Bangkok,3556
National Institute of Development Administration,Thailand,Bangkok,3698
Mahachulalongkornrajavidyalaya University,Thailand,Bangkok,3975
University of the Thai Chamber of Commerce,Thailand,Bangkok,4275
Chandrakasem Rajabhat University,Thailand,Bangkok,4384
Mahanakorn University of Technology,Thailand,Bangkok,5001
Stamford International University,Thailand,Bangkok,5192
Siam University,Thailand,Bangkok,5378
Dhurakij Pundit University,Thailand,Bangkok,5686
Rajamangala University of Technology Phra Nakhon,Thailand,Bangkok,5868
Kasem Bundit University,Thailand,Bangkok,6112
Bansomdejchaopraya Rajabhat University,Thailand,Bangkok,6165
Rajamangala University of Technology Krungthep,Thailand,Bangkok,6855
Krirk University,Thailand,Bangkok,7160
Mahamakut Buddhist University,Thailand,Bangkok,7341
Webster University Thailand,Thailand,Bangkok,7467
Dhonburi Rajabhat University,Thailand,Bangkok,7739
Phranakhon Rajabhat University,Thailand,Bangkok,7999
Princess Galyani Vadhana Institute of Music,Thailand,Bangkok,8237
Chulabhorn Royal Academy,Thailand,Bangkok,8295
Thonburi University,Thailand,Bangkok,8376
Bangkok Thonburi University,Thailand,Bangkok,8456
Rattana Bundit University,Thailand,Bangkok,8619
South-East Asia University,Thailand,Bangkok,8625
North Bangkok University,Thailand,Bangkok,9423
Navamindradhiraj University,Thailand,Bangkok,9760
Pathumwan Institute of Technology,Thailand,Bangkok,10719
Saint John’s University,Thailand,Bangkok,11398
Bangkok Suvarnabhumi University,Thailand,Bangkok,11792
Chiang Mai University,Thailand,Chiang Mai,845
Maejo University,Thailand,Chiang Mai,3236
Chiang Mai Rajabhat University,Thailand,Chiang Mai,4654
Rajamangala University of Technology Lanna,Thailand,Chiang Mai,5323
Payap University,Thailand,Chiang Mai,5481
North Chiang Mai University,Thailand,Chiang Mai,8980
The Far Eastern University,Thailand,Chiang Mai,10264
Chiang Rai Rajabhat University,Thailand,Chiang Rai,4658
Mae Fah Luang University,Thailand,Chiang Rai,4754
Burapha University,Thailand,Chonburi,2132
Rajamangala University of Technology Tawan-ok,Thailand,Chonburi,5872
Kanchanaburi Rajabhat University,Thailand,Kanchanaburi,6985
Khon Kaen University,Thailand,Khon Kaen,883
North Eastern University,Thailand,Khon Kaen,8280
Lampang Rajabhat University,Thailand,Lampang,4761
Nation University,Thailand,Lampang,9247
Mahasarakham University,Thailand,Maha Sarakham,3211
Rajabhat Maha Sarakham University,Thailand,Maha Sarakham,6638
Mahidol University,Thailand,Nakhon Pathom,474
Nakhon Pathom Rajabhat University,Thailand,Nakhon Pathom,5967
Rajamangala University of Technology Rattanakosin,Thailand,Nakhon Pathom,6510
Christian University of Thailand,Thailand,Nakhon Pathom,7850
Suranaree University of Technology,Thailand,Nakhon Ratchasima,2441
Rajamangala University of Technology Isarn,Thailand,Nakhon Ratchasima,4088
Nakhon Ratchasima Rajabhat University,Thailand,Nakhon Ratchasima,5115
Vongchavalitkul University,Thailand,Nakhon Ratchasima,8751
Nakhon Sawan Rajabhat University,Thailand,Nakhon Sawan,5112
Chaopraya University,Thailand,Nakhon Sawan,9277
The University of Central Thailand,Thailand,Nakhon Sawan,10766
Walailak University,Thailand,Nakhon Si Thammarat,3066
Nakhon Si Thammarat Rajabhat University,Thailand,Nakhon Si Thammarat,7552
Asian Institute of Technology,Thailand,Pathum Thani,1581
Rangsit University,Thailand,Pathum Thani,3917
Rajamangala University of Technology Thanyaburi,Thailand,Pathum Thani,4260
Valaya Alongkorn Rajabhat University,Thailand,Pathum Thani,5943
Eastern Asia University,Thailand,Pathum Thani,8290
Shinawatra University,Thailand,Pathum Thani,9545
Pathumthani University,Thailand,Pathum Thani,9693
Naresuan University,Thailand,Phitsanulok,1962
Pibulsongkram Rajabhat University,Thailand,Phitsanulok,4708
Phitsanulok University,Thailand,Phitsanulok,11440
Rajamangala University of Technology Suvarnabhumi,Thailand,Phra Nakhon Si Ayutthaya,7177
Phranakhon Si Ayutthaya Rajabhat University,Thailand,Phra Nakhon Si Ayutthaya,7514
Sisaket Rajabhat University,Thailand,Sisaket,5209
Chalermkarnchana University,Thailand,Sisaket,11835
Prince of Songkla University,Thailand,Songkhla,1013
Songkhla Rajabhat University,Thailand,Songkhla,5310
Thaksin University,Thailand,Songkhla,5443
Rajamangala University of Technology Srivijaya,Thailand,Songkhla,6017
Hatyai University,Thailand,Songkhla,7686
Suratthani Rajabhat University,Thailand,Surat Thani,6637
Tapee University,Thailand,Surat Thani,10552
Ubon Ratchathani University,Thailand,Ubon Ratchathani,3106
Ubon Ratchathani Rajabhat University,Thailand,Ubon Ratchathani,7577
Ratchathani University,Thailand,Ubon Ratchathani,9999
The Eastern University of Management and Technology,Thailand,Ubon Ratchathani,11207
Yala Rajabhat University,Thailand,Yala,4510
Fatoni University,Thailand,Yala,4755
CHUKUROVA UNIVERSITY,Turkey,Adana,1695
Adana Alparslan Türkes Science and Technology University,Turkey,Adana,6659
Middle East Technical University,Turkey,Ankara,554
Ankara University,Turkey,Ankara,650
Bilkent University,Turkey,Ankara,735
Hacettepe University,Turkey,Ankara,763
Gazi University,Turkey,Ankara,1406
Ankara Yildirim Beyazit University,Turkey,Ankara,2436
Baskent University,Turkey,Ankara,2585
Chankaya University,Turkey,Ankara,2610
Atilim University,Turkey,Ankara,2738
TOBB University of Economics and Technology,Turkey,Ankara,2980
Ted University,Turkey,Ankara,4926
Social Sciences University of Ankara,Turkey,Ankara,5609
Turkish Aeronautical Association University,Turkey,Ankara,6049
Ufuk University,Turkey,Ankara,6519
Higher Specialization University,Turkey,Ankara,9372
Anka University of Technology,Turkey,Ankara,11910
Akdeniz University,Turkey,Antalya,1719
Antalya Bilim University,Turkey,Antalya,7011
Alanya Alaaddin Keykubat University,Turkey,Antalya,7223
Alanya Hamdullah Emin Pasa University,Turkey,Antalya,8948
Antalya Akev University,Turkey,Antalya,9789
Balikesir University,Turkey,Balikesir,2751
Bandirma Onyedi Eylul University,Turkey,Balikesir,6333
Uludag University,Turkey,Bursa,1370
Bursa Technical University,Turkey,Bursa,5284
Atatürk University,Turkey,Erzurum,1092
Erzurum Technical University,Turkey,Erzurum,6754
Anadolu University,Turkey,Eskisehir,363
Eskisehir Osmangazi University,Turkey,Eskisehir,1021
Gaziantep University,Turkey,Gaziantep,2171
Hasan Kalyoncu University,Turkey,Gaziantep,6484
Sanko University,Turkey,Gaziantep,8698
Hatay Mustafa Kemal University,Turkey,Hatay,3986
Iskenderun Technical University,Turkey,Hatay,6013
Bogaziçi University,Turkey,Istanbul,262
Istanbul University,Turkey,Istanbul,454
Istanbul Technical University,Turkey,Istanbul,550
Marmara University,Turkey,Istanbul,930
Koç University,Turkey,Istanbul,1104
Sabanci University,Turkey,Istanbul,1150
Yildiz Technical University,Turkey,Istanbul,1225
Istanbul Bilgi University,Turkey,Istanbul,1618
Kadir Has University,Turkey,Istanbul,2101
Yeditepe University,Turkey,Istanbul,2163
Bahçesehir University,Turkey,Istanbul,2309
Üsküdar University,Turkey,Istanbul,2538
Ozyegin University,Turkey,Istanbul,2621
Istanbul Aydin University,Turkey,Istanbul,2675
Istanbul Kultur University,Turkey,Istanbul,2717
Galatasaray University,Turkey,Istanbul,3131
Maltepe University,Turkey,Istanbul,3237
Haliç University,Turkey,Istanbul,3390
Istanbul Medipol University,Turkey,Istanbul,3402
Istanbul Developmental University,Turkey,Istanbul,3496
Isik University,Turkey,Istanbul,3537
Beykent University,Turkey,Istanbul,3673
Dogus University,Turkey,Istanbul,3888
Okan University,Turkey,Istanbul,4095
Istanbul Sabahattin Zaim University,Turkey,Istanbul,4170
Nisantasi University,Turkey,Istanbul,4172
Istanbul Sehir University,Turkey,Istanbul,4473
Mimar Sinan Fine Arts University,Turkey,Istanbul,4619
Istanbul Medeniyet University,Turkey,Istanbul,4786
Istanbul Gedik University,Turkey,Istanbul,4914
İstanbul Commerce University,Turkey,Istanbul,5023
Altinbas University,Turkey,Istanbul,5076
Istinye University,Turkey,Istanbul,5199
Istanbul Arel University,Turkey,Istanbul,5273
Fatih Sultan Mehmet Vakif University,Turkey,Istanbul,5300
Acibadem University,Turkey,Istanbul,5503
Turkish-German University,Turkey,Istanbul,5659
Ibn Haldun University,Turkey,Istanbul,5896
Mef University,Turkey,Istanbul,6097
Beykoz University,Turkey,Istanbul,6099
Biruni University,Turkey,Istanbul,6209
Istanbul New Century University,Turkey,Istanbul,6250
University of Health Sciences,Turkey,Istanbul,6286
Piri Reis University,Turkey,Istanbul,6387
Bezmiâlem Foundation University,Turkey,Istanbul,6455
Istanbul Esenyurt University,Turkey,Istanbul,6894
Istanbul 29 Mayis University,Turkey,Istanbul,7219
Istanbul Ayvansaray University,Turkey,Istanbul,7251
Istanbul Rumeli University,Turkey,Istanbul,7320
Demiroglu Bilim Üniversitesi,Turkey,Istanbul,7701
Istanbul Kent University,Turkey,Istanbul,8156
Fenerbahçe University,Turkey,Istanbul,8515
Ege University,Turkey,Izmir,822
