University,Country,City,Global_Rank
Université des Sciences et de la Technologie Houari Boumediène,Algeria,Algiers,3677
Université Benyoucef Benkhedda d’Alger 1,Algeria,Algiers,4919
École Nationale Supérieure d’Informatique,Algeria,Algiers,6297
École Nationale Polytechnique,Algeria,Algiers,6411
Université Abou el Kacem Saâdallah d’Alger 2,Algeria,Algiers,6421
Université Brahim Soltane Chaibout d’Alger 3,Algeria,Algiers,6746
École Nationale Supérieure Agronomique,Algeria,Algiers,7790
École Nationale Supérieure des Travaux Publics,Algeria,Algiers,8320
École Nationale d’Administration Moulay Ahmed Medeghri,Algeria,Algiers,8453
École Normale Supérieure de Bouzaréah,Algeria,Algiers,8818
École Supérieure de Commerce,Algeria,Algiers,8995
École Polytehnique d’Architecture et d’Urbanisme,Algeria,Algiers,9206
École Nationale Supérieure en Statistique et en Economie Appliquée,Algeria,Algiers,9259
École Nationale Supérieure Vétérinaire d’Alger,Algeria,Algiers,9322
École Nationale Supérieure de Technologie,Algeria,Algiers,9362
École Normale Supérieure de Kouba,Algeria,Algiers,9608
École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral,Algeria,Algiers,9676
École des Hautes Etudes Commerciales,Algeria,Algiers,9951
École Nationale Supérieure de Sciences Politiques,Algeria,Algiers,10403
École Nationale Supérieure de Journalisme et des Sciences de l’Information,Algeria,Algiers,10541
École Supérieure de la Magistrature,Algeria,Algiers,10635
École Supérieure des Sciences de l’Aliment et Industries Agroalimentaires,Algeria,Algiers,11087
École Supérieure des Sciences Appliquées d’Alger,Algeria,Algiers,11141
Université Badji Mokhtar de Annaba,Algeria,Annaba,5758
École Supérieure des Sciences de Gestion de Annaba,Algeria,Annaba,10685
École Nationale Supérieure des Mines et de la Métallurgie,Algeria,Annaba,10701
École Supérieure de Technologies Industrielles d’Annaba,Algeria,Annaba,11062
Université Hadj Lakhder de Batna 1,Algeria,Batna,5189
Université de Batna 2,Algeria,Batna,5610
Université Tahri Mohammed de Béchar,Algeria,Bechar,8597
École Normale Supérieure de Béchar,Algeria,Bechar,12068
Université Saad Dahlab de Blida 1,Algeria,Blida,5919
École Nationale Supérieure d’Hydraulique,Algeria,Blida,8034
Université Lounici Ali de Blida 2,Algeria,Blida,8073
Université Frères Mentouri de Constantine 1,Algeria,Constantine,4121
Université Abdelhamid Mehri de Constantine 2,Algeria,Constantine,6853
Université Salah Boubnider de Constantine 3,Algeria,Constantine,6900
Université des Sciences Islamiques Emir Abdelkader,Algeria,Constantine,8556
École Normale Supérieure de Constantine,Algeria,Constantine,8735
École Nationale Polytechnique de Constantine,Algeria,Constantine,10215
École Nationale Supérieure de Biotechnologie,Algeria,Constantine,10504
École Supérieure de Comptabilité et de Finances de Constantine,Algeria,Constantine,11986
Université Mohamed Boudiaf de M’sila,Algeria,M Sila,3700
École Normale Supérieure de Bou Saada,Algeria,M’Sila,11442
Université Ahmed Ben Bella d’Oran 1,Algeria,Oran,4550
Université des Sciences et de la Technologie d’Oran Mohamed Boudiaf,Algeria,Oran,5505
Université Mohamed Ben Ahmed d’Oran 2,Algeria,Oran,8275
École Nationale Polytechnique d’Oran,Algeria,Oran,8505
École Normale Supérieure d’Oran,Algeria,Oran,10356
École Supérieure en Génie Electrique et Energétique d’Oran,Algeria,Oran,10765
École Supérieure en Sciences Biologiques d’Oran,Algeria,Oran,11095
École Supérieure d’Economie d’Oran,Algeria,Oran,11284
Université Kasdi Merbah de Ouargla,Algeria,Ouargla,5318
École Normale Supérieure de Ouargla,Algeria,Ouargla,11731
Université Ferhat Abbas Sétif 1,Algeria,Setif,3959
Université Mohamed Lamine Debaghine de Sétif 2,Algeria,Setif,6579
École Normale Supérieure de Sétif,Algeria,Setif,11057
Université Djillali Liabès de Sidi-Bel-Abbès,Algeria,Sidi Bel Abbes,6414
École Supérieure en Informatique,Algeria,Sidi Bel Abbes,9991
Université 20 Août 1955 de Skikda,Algeria,Skikda,6688
École Normale Supérieure d’Enseignement Technologique de Skikda,Algeria,Skikda,10845
Université Abou Bekr Belkaid de Tlemcen,Algeria,Tlemcen,3928
École Supérieure en Sciences Appliquées de Tlemcen,Algeria,Tlemcen,11039
École Supérieure de Management de Tlemcen,Algeria,Tlemcen,11474
Universitat d’Andorra,Angola,Andorra,5099
Universidade Católica de Angola,Angola,Luanda,8235
Universidade Agostinho Neto,Angola,Luanda,8284
Universidade Técnica de Angola,Angola,Luanda,9962
Universidade Independente de Angola,Angola,Luanda,10169
Universidade Metodista de Angola,Angola,Luanda,10494
Universidade Jean Piaget de Angola,Angola,Luanda,10502
Universidade Gregório Semedo,Angola,Luanda,10936
Universidade scar Ribas,Angola,Luanda,11090
Universidade Privada de Angola,Angola,Luanda,11418
Universidade Lusada de Angola,Angola,Luanda,11918
Universidade de Belas,Angola,Luanda,12563
Institut Supérieur des Métiers de l’Audiovisuel,Benin,Littoral,11340
"Université Catholique de l’Afrique de l’Ouest, Benin",Benin,Littoral,11678
Université Africaine de Technologie et de Management,Benin,Littoral,11693
Haute École de Commerce et de Management,Benin,Littoral,11715
Institut Supérieur de Management Adonai,Benin,Littoral,11818
PIGIER Benin,Benin,Littoral,11951
Institut Superieur de Communication et de Gestion,Benin,Littoral,11968
Université IRGIB Africa,Benin,Littoral,11996
École Supérieure de Génie Civil Verechaguine AK,Benin,Littoral,12076
Esep Le Berger,Benin,Littoral,12152
École Supérieure des Métiers des Énergies Renouvelables,Benin,Littoral,12258
École Supérieure de Management Benin,Benin,Littoral,12339
"École Supérieure d’Administration, d’Economie, de Journalisme et des Métiers de l’Audiovisuel",Benin,Littoral,12359
Les Cours Sonou,Benin,Littoral,12371
École Supérieure Sainte Félicité,Benin,Littoral,12399
Université Polytechnique Internationale Obiang Nguema Mbasogo,Benin,Littoral,12473
Institut Supérieur des Sciences de l’Information et de la Communication,Benin,Littoral,12564
Institut Jean-Paul II,Benin,Littoral,12565
École Supérieure de Génie Telecoms et TIC,Benin,Littoral,12566
Université Protestante de l’Afrique de l’Ouest,Benin,Oueme,12318
Institut Universitaire Panafricain,Benin,Oueme,12334
University of Botswana,Botswana,Gaborone,3197
Botho University,Botswana,Gaborone,8562
Botswana University of Agriculture and Natural Resources,Botswana,Gaborone,8586
Botswana Accountancy College,Botswana,Gaborone,9256
ABM University College,Botswana,Gaborone,9896
Boitekanelo College,Botswana,Gaborone,10163
BA ISAGO University,Botswana,Gaborone,10319
Imperial School of Business and Science,Botswana,Gaborone,10648
New Era College,Botswana,Gaborone,10820
Mega Size College,Botswana,Gaborone,11258
"London College of International Business Studies, Botswana",Botswana,Gaborone,11267
Gaborone University College of Law and Professional Studies,Botswana,Gaborone,11299
Logan Business College,Botswana,Gaborone,11875
"Limkokwing University of Creative Technology, Botswana",Botswana,Gaborone,12567
Université Nazi Boni,Burkina-Faso,Houet,8864
"Université Catholique de l’Afrique de l’Ouest, Burkina Faso",Burkina-Faso,Houet,12248
Institut Sciences Campus,Burkina-Faso,Houet,12402
Institut Polytechnique Africain,Burkina-Faso,Houet,12426
Institut privé des hautes Etudes Cheick Modibo Diarra,Burkina-Faso,Houet,12568
Université Ouaga I Joseph Ki-Zerbo,Burkina-Faso,Kadiogo,6460
Université Aube Nouvelle,Burkina-Faso,Kadiogo,10154
Université Saint Thomas d’Aquin,Burkina-Faso,Kadiogo,11365
Université Libre du Burkina,Burkina-Faso,Kadiogo,12075
University of United Popular Nations,Burkina-Faso,Kadiogo,12142
Université Ouaga II,Burkina-Faso,Kadiogo,12292
Université Privée de Ouagadougou,Burkina-Faso,Kadiogo,12346
Université du Faso,Burkina-Faso,Kadiogo,12427
Université de Yaoundé I,Cameroon,Centre Region,7662
Institut Catholique de Yaoundé,Cameroon,Centre Region,8708
Université de Yaoundé II,Cameroon,Centre Region,9569
Université Protestante d’Afrique Centrale,Cameroon,Centre Region,10980
Université Adventiste Cosendai,Cameroon,Centre Region,11344
Université de Bamenda,Cameroon,Northwest Region,10378
Bamenda University of Science and Technology,Cameroon,Northwest Region,11118
Catholic University of Cameroon,Cameroon,Northwest Region,11308
"International University, Bamenda",Cameroon,Northwest Region,12251
Université de Dschang,Cameroon,West Region,7683
Université des Montagnes,Cameroon,West Region,9414
Universidade de Cabo Verde,Cape-Verde,Praia,6188
Universidade Jean Piaget de Cabo Verde,Cape-Verde,Praia,8256
Instituto Superior de Ciências Jurdicas e Sociais,Cape-Verde,Praia,9884
Universidade Intercontinental de Cabo Verde,Cape-Verde,Praia,12299
Universidade do Mindelo,Cape-Verde,Sao Vicente,8415
Universidade Lusófona de Cabo Verde,Cape-Verde,Sao Vicente,9476
"M EIA Instituto Universitário de Arte, Tecnologia e Cultura",Cape-Verde,Sao Vicente,10173
Instituto Superior de Ciências Económicas e Empresariais,Cape-Verde,Sao Vicente,10593
Université de N’Djaména,Chad,1,10846
The Université de Moundou,Chad,1,12219
"École Nationale d’Administration, Tchad",Chad,1,12365
Université Emi Koussi,Chad,1,12389
Université de Sarh,Chad,1,12701
Université de Doba,Chad,1,12702
Université Roi Fayçal,Chad,1,12703
University of Science and Technology of Ati,Chad,1,12704
Université Adam Barka d’Abéché,Chad,1,12705
Université Protestante de Lubumbashi,Drc,Haut-Katanga,10276
Université Méthodiste au Katanga,Drc,Haut-Katanga,12405
Université de Lubumbashi,Drc,Haut-Katanga,12570
Université Shalom de Bunia,Drc,Ituri,11390
Université de Bunia,Drc,Ituri,12468
Université de Kinshasa,Drc,Kinshasa,8516
Université Catholique du Congo,Drc,Kinshasa,9782
Université Protestante du Congo,Drc,Kinshasa,9992
Université Pedagogique Nationale,Drc,Kinshasa,11049
Université Libre de Kinshasa,Drc,Kinshasa,12001
Université Simon Kimbangu,Drc,Kinshasa,12350
Université Chrétienne Cardinal Malula,Drc,Kinshasa,12406
Université Chrétienne de Kinshasa,Drc,Kinshasa,12481
Université Centrale de Kinshasa,Drc,Kinshasa,12571
Université William Booth,Drc,Kinshasa,12572
Université Libre des Pays des Grands Lacs,Drc,North Kivu,9718
Université de Goma,Drc,North Kivu,10717
Université Catholique du Graben,Drc,North Kivu,11408
Université Officielle de Ruwenzori,Drc,North Kivu,12005
Université Officielle de Semuliki,Drc,North Kivu,12496
Université Catholique de Bukavu,Drc,South Kivu,9527
Université Officielle de Bukavu,Drc,South Kivu,9942
Université Evangélique en Afrique,Drc,South Kivu,10707
Université du Cinquantenaire de Lwiro,Drc,South Kivu,12573
Alexandria University,Egypt,Alexandria,2720
"Arab Academy for Science, Technology and Maritime Transport",Egypt,Alexandria,3031
Egypt-Japan University of Science and Technology,Egypt,Alexandria,4498
Pharos University in Alexandria,Egypt,Alexandria,8292
Assiut University,Egypt,Asyut,3608
Benha University,Egypt,Banha,4230
Ain Shams University,Egypt,Cairo,2282
Al-Azhar University,Egypt,Cairo,3100
Helwan University,Egypt,Cairo,3848
Misr International University,Egypt,Cairo,5848
The British University in Egypt,Egypt,Cairo,6294
Mansoura University,Egypt,Dakahlia,1875
Delta University for Science and Technology,Egypt,Dakahlia,7681
Cairo University,Egypt,Giza,1354
Modern Sciences and Arts University,Egypt,Giza,4441
Misr University for Science and Technology,Egypt,Giza,4775
October 6 University,Egypt,Giza,6883
University of Science and Technology at Zewail City,Egypt,Giza,7231
"The Arab Academy for Management, Banking and Financial Sciences",Egypt,Giza,8234
New Giza University,Egypt,Giza,8716
Ahram Canadian University,Egypt,Giza,9224
Suez Canal University,Egypt,Ismailia,5985
Al Alamein International University,Egypt,Matrouh,10430
Matrouh University,Egypt,Matrouh,11360
Minia University,Egypt,Minya,6034
Deraya University,Egypt,Minya,9750
Menoufia University,Egypt,Monufia,6887
University of Sadat City,Egypt,Monufia,8565
The American University in Cairo,Egypt,New Cairo,914
The German University in Cairo,Egypt,New Cairo,2972
Future University in Egypt,Egypt,New Cairo,5960
South Valley University,Egypt,Qena Governorate,5626
Tanta University,Egypt,Tanta,4669
Zagazig University,Egypt,Zagazig,4469
Hamelmalo College of Agriculture,Eritrea,Eritrea,12706
Orota School of Medicine and Dental Medicine,Eritrea,Eritrea,12707
Asmara College of Health Sciences,Eritrea,Eritrea,12708
Adi-Keih College of Arts and Social Sciences,Eritrea,Eritrea,12709
Halhale College of Business and Economics,Eritrea,Eritrea,12710
Massawa College of Marine Science and Technology,Eritrea,Eritrea,12711
Eritrea Institute of Technology,Eritrea,Eritrea,12712
Tallinna Tehnikaülikool,Eritrea,Harju County,1183
Tallinna Ülikool,Eritrea,Harju County,1579
Eesti Kunstiakadeemia,Eritrea,Harju County,3047
Eesti Muusika- ja Teatriakadeemia,Eritrea,Harju County,5110
EBS Rahvusvaheline ülikool,Eritrea,Harju County,5369
Tallinna Tehnikakrgkool,Eritrea,Harju County,5901
Sisekaitseakadeemia,Eritrea,Harju County,6133
Eesti Ettevtluskrgkool Mainor,Eritrea,Harju County,6834
Tallinna Tervishoiu Krgkool,Eritrea,Harju County,6843
Euroakadeemia,Eritrea,Harju County,9460
EELK Usuteaduse Instituut,Eritrea,Harju County,10435
Tartu Ülikool,Eritrea,Tartu County,502
Eesti Maaülikool,Eritrea,Tartu County,3044
Tartu Tervishoiu Krgkool,Eritrea,Tartu County,7353
Eesti Lennuakadeemia,Eritrea,Tartu County,8149
Krgem Kunstikool Pallas,Eritrea,Tartu County,8499
University of Eswatini,Eswatini,Eswatini,4821
Southern African Nazarene University,Eswatini,Eswatini,11435
Eswatini College of Technology,Eswatini,Eswatini,12014
Limkokwing University of Creative Technology Swaziland,Eswatini,Eswatini,12713
Ngwane College,Eswatini,Eswatini,12714
Addis Ababa University,Ethiopia,Addis Ababa,2612
Addis Ababa Science and Technology University,Ethiopia,Addis Ababa,9863
Unity University,Ethiopia,Addis Ababa,12063
Bahir Dar University,Ethiopia,Amhara Region,6639
University of Gondar,Ethiopia,Amhara Region,8424
Debre Berhan University,Ethiopia,Amhara Region,9984
Wollo University,Ethiopia,Amhara Region,10493
Debre Markos University,Ethiopia,Amhara Region,10651
Woldia University,Ethiopia,Amhara Region,11364
Debre Tabor University,Ethiopia,Amhara Region,12576
Jimma University,Ethiopia,Oromia Region,4904
Ambo University,Ethiopia,Oromia Region,7834
Haramaya University,Ethiopia,Oromia Region,8385
Ethiopian Civil Service University,Ethiopia,Oromia Region,10262
Madda Walabu University,Ethiopia,Oromia Region,10323
Rift Valley University,Ethiopia,Oromia Region,10724
Wollega University,Ethiopia,Oromia Region,11189
Bule Hora University,Ethiopia,Oromia Region,11245
Mettu University,Ethiopia,Oromia Region,11966
Oromia State University,Ethiopia,Oromia Region,12321
Hawassa University,Ethiopia,SNNPR,7582
Arba Minch University,Ethiopia,SNNPR,8353
Dilla University,Ethiopia,SNNPR,9752
Wolaita Sodo University,Ethiopia,SNNPR,10260
Wachamo University,Ethiopia,SNNPR,10350
Wolkite University,Ethiopia,SNNPR,11309
Mizan Tepi University,Ethiopia,SNNPR,11530
Aksum University,Ethiopia,Tigray Region,9897
Adigrat University,Ethiopia,Tigray Region,10095
Mekelle University,Ethiopia,Tigray Region,12574
Mekelle Institute of Technology,Ethiopia,Tigray Region,12575
Université Omar Bongo,Gabon,Estuaire,9908
Institut des Techniques Avancées,Gabon,Estuaire,11635
École Normale Supérieure de Libreville,Gabon,Estuaire,11743
BBS School of Management,Gabon,Estuaire,11899
Université Franco-Gabonaise Saint-Exupéry,Gabon,Estuaire,12060
Institut National des Sciences de Gestion,Gabon,Estuaire,12079
African University of Management,Gabon,Estuaire,12257
École de Management du Gabon,Gabon,Estuaire,12311
Institut National de la Poste des Technologies de l’Information et de la Communication,Gabon,Estuaire,12344
Université Africaine des Sciences,Gabon,Estuaire,12413
Institut de Technologies d’Owendo,Gabon,Estuaire,12455
Institut Universitaire des Sciences de l’Organisation,Gabon,Estuaire,12488
Libreville International Business School,Gabon,Estuaire,12577
Académie Franco-Américaine de Management,Gabon,Estuaire,12578
École Supérieure de la Mer,Gabon,Estuaire,12579
"École Supérieure de Gestion, d’Informatique et des Sciences",Gabon,Estuaire,12580
Université des Sciences d’Informatique Appliquée,Gabon,Estuaire,12581
Institut Supérieur de Technologie,Gabon,Estuaire,12582
École Normale Supérieure de l’Enseignement Technique,Gabon,Estuaire,12583
École Nationale des Eaux et Forêts,Gabon,Estuaire,12584
École Supérieure de Gestion et d’Expertise Comptable,Gabon,Estuaire,12585
Université des Sciences et Techniques de Masuku,Gabon,Haut-Ogooue,10393
École des Mines et de la Métallurgie de Moanda,Gabon,Haut-Ogooue,12270
University of the Gambia,Gambia,Banjul,8951
American International University West Africa,Gambia,Banjul,10129
Kwame Nkrumah University of Science and Technology,Ghana,Ashanti,2557
Kumasi Technical University,Ghana,Ashanti,8853
Garden City University College,Ghana,Ashanti,9528
Christian Service University College,Ghana,Ashanti,10317
Ghana Baptist University College,Ghana,Ashanti,11197
Christ Apostolic University College,Ghana,Ashanti,11338
Spiritan University College,Ghana,Ashanti,11746
Kessben College,Ghana,Ashanti,11906
University of Energy and Natural Resources,Ghana,Brong-Ahafo,8854
Catholic University College of Ghana,Ghana,Brong-Ahafo,10205
Sunyani Technical University,Ghana,Brong-Ahafo,10886
University of Cape Coast,Ghana,Central Region,4127
"University of Education, Winneba",Ghana,Central Region,5039
Cape Coast Technical University,Ghana,Central Region,11067
KAAF University College,Ghana,Central Region,11199
Perez University College,Ghana,Central Region,12016
Ashesi University,Ghana,Eastern Region,5332
All Nations University,Ghana,Eastern Region,8059
Presbyterian University College,Ghana,Eastern Region,9221
Koforidua Technical University,Ghana,Eastern Region,9738
University College of Agriculture and Environmental Studies,Ghana,Eastern Region,11971
University of Ghana,Ghana,Greater Accra,1608
Wisconsin International University College,Ghana,Greater Accra,5547
Ghana Institute of Management and Public Administration,Ghana,Greater Accra,6515
Valley View University,Ghana,Greater Accra,7562
Central University,Ghana,Greater Accra,8545
"Lancaster University, Ghana",Ghana,Greater Accra,8596
Accra Technical University,Ghana,Greater Accra,8689
Ghana Technology University College,Ghana,Greater Accra,8866
Pentecost University College,Ghana,Greater Accra,8985
Webster University Ghana,Ghana,Greater Accra,9228
"University of Professional Studies, Accra",Ghana,Greater Accra,9279
Regent University College of Science and Technology,Ghana,Greater Accra,9429
Ghana Institute of Journalism,Ghana,Greater Accra,9721
Methodist University College,Ghana,Greater Accra,10106
Accra Institute of Technology,Ghana,Greater Accra,10255
Regional Maritime University,Ghana,Greater Accra,10273
"Islamic University College, Ghana",Ghana,Greater Accra,10320
Academic City University College,Ghana,Greater Accra,10340
African University College of Communications,Ghana,Greater Accra,10362
BlueCrest College,Ghana,Greater Accra,10640
Zenith University College,Ghana,Greater Accra,10930
Radford University College,Ghana,Greater Accra,11042
Dominion University College,Ghana,Greater Accra,11070
Anglican University College of Technology,Ghana,Greater Accra,11176
Knutsford University College,Ghana,Greater Accra,11240
Kings University College,Ghana,Greater Accra,11274
University College of Management Studies,Ghana,Greater Accra,11324
West End University College,Ghana,Greater Accra,11404
Data Link Institute,Ghana,Greater Accra,11500
Mountcrest University College,Ghana,Greater Accra,11591
Marshalls University College,Ghana,Greater Accra,11593
Ghana Institute of Languages,Ghana,Greater Accra,11612
Jayee University College,Ghana,Greater Accra,11670
Ghana Christian University College,Ghana,Greater Accra,11711
Advanced Business College,Ghana,Greater Accra,11829
Catholic Institute of Business and Technology,Ghana,Greater Accra,12031
Maranatha University College,Ghana,Greater Accra,12586
University for Development Studies,Ghana,Northern Region,6611
Tamale Technical University,Ghana,Northern Region,10736
University of Health and Allied Sciences,Ghana,Volta,8767
Ho Technical University,Ghana,Volta,9915
Evangelical Presbyterian University College,Ghana,Volta,11328
University of Mines and Technology,Ghana,Western Region,8544
Takoradi Technical University,Ghana,Western Region,10396
University of Kabianga,Kenya,Kericho,10092
Kenya Highlands University,Kenya,Kericho,11503
Mount Kenya University,Kenya,Kiambu,5490
St. Paul’s University,Kenya,Kiambu,8241
The Presbyterian University of East Africa,Kenya,Kiambu,10499
Gretsa University,Kenya,Kiambu,11023
Maseno University,Kenya,Kisumu,7072
Great Lakes University of Kisumu,Kenya,Kisumu,10197
Machakos University,Kenya,Machakos,9787
Scott Christian University,Kenya,Machakos,10540
Lukenya University,Kenya,Machakos,11853
Kenya Methodist University,Kenya,Meru,7001
Meru University of Science and Technology,Kenya,Meru,9399
University of Nairobi,Kenya,Nairobi,1155
Kenyatta University,Kenya,Nairobi,2486
Strathmore University,Kenya,Nairobi,2672
Jomo Kenyatta University of Agriculture and Technology,Kenya,Nairobi,3750
Egerton University,Kenya,Nakuru,4287
Kabarak University,Kenya,Nakuru,8075
Dedan Kimathi University of Technology,Kenya,Nyeri,7587
Karatina University,Kenya,Nyeri,9169
Moi University,Kenya,Uasin Gishu,4552
"University of Eastern Africa, Baraton",Kenya,Uasin Gishu,7230
University of Eldoret,Kenya,Uasin Gishu,8994
National University of Lesotho,Lesotho,1,6208
Lesotho College of Education,Lesotho,1,11705
University of Liberia,Liberia,1,9494
Cuttington University,Liberia,1,9919
United Methodist University,Liberia,1,11022
African Methodist Episcopal University,Liberia,1,11625
Bright Star University,Libya,Al Wahat,12204
University of Ajdabia,Libya,Al Wahat,12315
Libyan International Medical University,Libya,Benghazi,7750
University of Benghazi,Libya,Benghazi,7786
Omar Al-Mukhtar University,Libya,Jabal al Akhdar,10041
Islamic University of Mohamed Bin Ali Al Sanussi,Libya,Jabal al Akhdar,12281
Misurata University,Libya,Misrata,9799
Asmarya University for Islamic Sciences,Libya,Misrata,10722
University of Gharyan,Libya,Nalut,10617
Nalut University,Libya,Nalut,12261
University of Tripoli,Libya,Tripoli,5974
Libyan Academy for Postgraduate Studies,Libya,Tripoli,10576
University of Tripoli Alahlia,Libya,Tripoli,11082
Azzaytuna University,Libya,Tripoli,11421
Libyan University of Humanities and Applied Sciences,Libya,Tripoli,12156
Al-Hadra University of Humanities and Applied Sciences,Libya,Tripoli,12171
Al-Tahadi National Medical University,Libya,Tripoli,12207
African University of Humanities and Applied Sciences,Libya,Tripoli,12298
Al-Rafaq National University,Libya,Tripoli,12327
University of Zawiya,Libya,Tripolitania,9080
Sabratha University,Libya,Tripolitania,11681
Université d’Antananarivo,Madagascar,1,6050
Université de Fianarantsoa,Madagascar,1,10383
Université de Toamasina,Madagascar,1,10398
Université de Toliara,Madagascar,1,10438
Université de Mahajanga,Madagascar,1,10478
Université d’Antsiranana,Madagascar,1,10883
"UNICAF University, Malawi",Malawi,Central Region,8552
Lilongwe University of Agriculture and Natural Resources,Malawi,Central Region,8616
Malawi Adventist University,Malawi,Central Region,11629
St. John the Baptist University,Malawi,Central Region,11786
Exploits University,Malawi,Central Region,11920
Daeyang University,Malawi,Central Region,11931
Malawi Assemblies of God University,Malawi,Central Region,11974
Pentecostal Life University,Malawi,Central Region,11999
Nkhoma University,Malawi,Central Region,12040
Riverton University,Malawi,Central Region,12138
Skyway University,Malawi,Central Region,12267
University of Lilongwe,Malawi,Central Region,12336
Lake Malawi Anglican University,Malawi,Central Region,12445
Mzuzu University,Malawi,Northern Region,8315
University of Livingstonia,Malawi,Northern Region,10195
University of Malawi,Malawi,Southern Region,6558
Malawi University of Science and Technology,Malawi,Southern Region,9055
The Catholic University of Malawi,Malawi,Southern Region,10334
Malawi College of Accountancy,Malawi,Southern Region,11534
Millennium University,Malawi,Southern Region,12037
Blantyre International University,Malawi,Southern Region,12048
University of Blantyre Synod,Malawi,Southern Region,12387
"Université des sciences, techniques et technologies de Bamako",Mali,1,10272
Université des lettres et des sciences humaines de Bamako,Mali,1,11072
Université des sciences juridiques et politiques de Bamako,Mali,1,11196
École Nationale d’Ingénieurs Abderhame Baba Touré,Mali,1,11719
Institut Polytechnique Rural de Formation et de Recherches Appliquées de Katibougou,Mali,1,11817
University of Social Sciences and Management of Bamako,Mali,1,12042
École Normale d’Enseignement Technique et Professionnel,Mali,1,12722
Université de Ségou,Mali,1,12723
École Normale Supérieure de Bamako,Mali,1,12724
Université Mandé Bukari,Mali,1,12725
"Université des Sciences, de Technologie et de Médecine",Mauritania,1,7795
Institut Supérieur d’Etudes et de Recherche Islamiques,Mauritania,1,10785
Université Libanaise Internationale en Mauritanie,Mauritania,1,11224
"École Nationale d’Administration, de Journalisme et de Magistrature",Mauritania,1,11923
University of Mauritius,Mauritius,1,4231
"University of Technology, Mauritius",Mauritius,1,8108
Mauritius Institute of Education,Mauritius,1,8736
Universite des Mascareignes,Mauritius,1,10056
Mahatma Gandhi Institute,Mauritius,1,10302
Université Hassan 1er,Morocco,Beni Mellal-Khenifra,6183
Université Sultan Moulay Slimane,Morocco,Beni Mellal-Khenifra,7525
Université Hassan II de Casablanca,Morocco,Casablanca-Settat,3858
HEM Institut des Hautes Etudes de Management,Morocco,Casablanca-Settat,7144
Université Chouaib Doukkali,Morocco,Casablanca-Settat,7162
ESCA École de Management,Morocco,Casablanca-Settat,7871
École Centrale Casablanca,Morocco,Casablanca-Settat,8397
Université Internationale de Casablanca,Morocco,Casablanca-Settat,9434
Université Mohammed VI des Sciences de la Santé,Morocco,Casablanca-Settat,9582
Université Mundiapolis,Morocco,Casablanca-Settat,9928
"École Supérieure en Ingénierie de l’Information, Télécoms, Management et Génie Civil",Morocco,Casablanca-Settat,10233
Institut Supérieur du Génie Appliqué,Morocco,Casablanca-Settat,11541
École Supérieure d’Architecture de Casablanca,Morocco,Casablanca-Settat,11603
Université Al Akhawayn,Morocco,Fes-Meknes,3435
Université Sidi Mohamed Ben Abdellah,Morocco,Fes-Meknes,4593
Université Moulay Ismail,Morocco,Fes-Meknes,5728
Université Euro-Mediterranéenne de Fès,Morocco,Fes-Meknes,8514
HEC Maroc,Morocco,Fes-Meknes,9022
Université Al Quaraouiyine,Morocco,Fes-Meknes,9446
École Nationale d’Agriculture de Meknes,Morocco,Fes-Meknes,10406
Université Privée de Fès,Morocco,Fes-Meknes,11026
Université Cadi Ayyad,Morocco,Marrakesh-Safi,2462
Université Mohammed VI Polytechnique,Morocco,Marrakesh-Safi,5584
Université Privée de Marrakech,Morocco,Marrakesh-Safi,10188
École Superieure de Commerce de Marrakech,Morocco,Marrakesh-Safi,11173
Université Mohammed V,Morocco,Rabat-Sale-Kenitra,3023
Université Ibn Tofail,Morocco,Rabat-Sale-Kenitra,5571
Université Internationale de Rabat,Morocco,Rabat-Sale-Kenitra,6318
École Nationale d’Architecture,Morocco,Rabat-Sale-Kenitra,8293
École Nationale Supérieure de l’Administration,Morocco,Rabat-Sale-Kenitra,8582
HIGH-TECH,Morocco,Rabat-Sale-Kenitra,9106
International Institute for Higher Education in Morocco,Morocco,Rabat-Sale-Kenitra,10399
Université Internationale Abulcasis des Sciences de la Santé,Morocco,Rabat-Sale-Kenitra,11028
Université Ibn Zohr,Morocco,Souss-Massa,4890
Université Internationale d’Agadir,Morocco,Souss-Massa,10193
Université Abdelmalek Essadi,Morocco,Tétouan,5658
Université Mohammed Premier,Morocco,Oujda,5761
Universidade Eduardo Mondlane,Mozambique,Maputo City,3316
Universidade Pedagógica,Mozambique,Maputo City,6197
Universidade So Tomás de Moçambique,Mozambique,Maputo City,9510
Universidade Politécnica,Mozambique,Maputo City,10629
Universidade Técnica de Moçambique,Mozambique,Maputo City,10896
Universidade Católica de Moçambique,Mozambique,Sofala,7763
Universidade Zambeze,Mozambique,Sofala,9701
Universidade Jean Piaget de Moçambique,Mozambique,Sofala,11561
University of Namibia,Namibia,1,1726
Namibia University of Science and Technology,Namibia,1,3064
The International University of Management,Namibia,1,7896
Université Islamique de Say,Niger,1,12126
Abia State University,Nigeria,Abia,8926
Michael Okpara University of Agriculture,Nigeria,Abia,9029
"Gregory University, Uturu",Nigeria,Abia,10861
Rhema University,Nigeria,Abia,11381
Clifford University,Nigeria,Abia,11624
"Spiritan University, Nneochi",Nigeria,Abia,11979
American University of Nigeria,Nigeria,Adamawa,7048
Modibbo Adama University of Technology,Nigeria,Adamawa,10381
